,,v1,v2,v3
460,0.43,אז ניסיתי את זה.,אני ניסיתי.,"ובכן, ניסיתי."
460,0.18,אז ניסיתי את זה.,אז ניסיתי.,"ובכן, ניסיתי."
460,0.71,"ובכן, ניסיתי את זה.",אז ניסיתי.,"ובסוף, אני ניסיתי."
461,0.43,התברר שזה עושה חותם.,אז זה משאיר חותם.,מתברר שזה משאיר סימן.
461,0.18,התברר שזה עושה חותם.,"זה משאיר חותם, מתברר.",מתברר שזה משאיר סימן.
461,0.71,"מסתבר,
שזה משאיר סימן.","התברר,
שזה עוזב חותם.","גיליתי,
שזה נותן חותם."
462,0.43,"בסדר, אז תוכל ללמד אותי.","אוקיי, אז תלמד אותי.",אז תראה לי איך.
462,0.18,"בסדר, אז תלמד אותי.","אוקיי, אז תראה לי איך.","אוקיי, אז תוכל ללמד אותי."
462,0.71,"אוקיי, אז,
אתה יכול ללמד אותי.","בסדר, אז,
למד אותי.","אוקיי, אז,
תוכל ללמד אותי."
463,0.43,נעימה,מנגינה,לללי
463,0.18,♫♫,♪♫,♪♪
463,0.71,מוזיקה ♪♪,נעימה ♪♪,♪♪
464,0.43,גרייס: אתה מבין כמה זה לא פשוט.,גרייס: אתה מודע לקושי.,גרייס: אתה יודע כמה זה קשה.
464,0.18,גרייס: את מודעת לקושי שבדבר.,גרייס: את מבינה כמה זה מסובך.,גרייס: את יודעת כמה זה קשה.
464,0.71,"גרייס: אתה מבין
כמה זה מסובך.","גרייס: אתה יודע
כמה זה קשה.","גרייס: אתה מודע
למתח שזה יוצר."
465,0.71,זה עדיין לא הגיע לשבוע.,זה עוד לא היה שבוע.,עוד לא עבר שבוע.
465,0.18,זה לא היה אפילו שבוע.,עוד לא הגיע שבוע.,זה עוד לא עבר שבוע.
465,0.43,זה לא היה אפילו שבוע.,לא עברה אפילו שבוע.,עוד לא היה כאן שבוע.
466,0.71,♪♪,,
466,0.18,♫♫,♪♫,♪♪
466,0.43,♫♫,♪♫,♪♪
467,0.71,אין ספק שכן.,כמובן שכן.,ברור שכן.
467,0.18,אין ספק שכן.,כמובן שכן.,ברור שכן.
467,0.43,כמובן שאני רוצה.,אין ספק שכן.,ברור שכן.
468,0.71,אני אעשה.,אני יעשה.,אעשה זאת.
468,0.18,אני אעשה את זה.,אני אעשה זאת.,אעשה כך.
468,0.43,אני אעשה זאת.,אעשה כך.,אני אעשה.
469,0.71,ביי.,שלום.,להתראות.
469,0.18,ביי.,שלום.,להתראות.
469,0.43,ביי.,שלום.,להתראות.
470,0.71,את גם.,ויהי לך גם.,גם לך.
470,0.18,את גם.,גם לך.,גם את.
470,0.43,את גם.,גם לך.,גם את.
471,0.71,האם אני מכירה אותו?,אני מכיר אותו?,אני מכירה אותו?
471,0.18,האם אני מכירה אותו?,אני מכירה אותו כלשהו?,אני מכירה אותו?
471,0.43,האם אני יודעת מי זה?,אני מכירה אותו?,האם אני מכירה אותו?
472,0.71,בן יודע מי זה?,האם בן מכיר?,בן מכיר?
472,0.18,בן יודע מי זה?,האם בן מכיר?,בן מכיר?
472,0.43,בן יודע על זה?,האם בן יודע?,בן מכיר?
473,0.71,לא באמת.,לא כלל.,לא.
473,0.18,בכלל לא.,לא כלל.,לא.
473,0.43,בכלל לא.,כלל לא.,לא.
474,0.71,"מיק, אף אחד לא עשה כאן כלום רע.","מיק, אף אחד לא אשם כאן.","מיק, אף אחד לא טעה פה."
474,0.18,"אף אחד לא פשע כאן, מיק.","מיק, אף אחד לא עשה פה שום דבר רע.","מיק, אף אחד לא עשה כאן כלום לא בסדר."
474,0.43,"אף אחד לא פעל לא נכון פה, מיק.","מיק, אף אחד לא עשה פה שום דבר רע.","מיק, אף אחד לא עשה כאן כלום לא בסדר."
475,0.71,"לא אני, ג'רד או לורדס.","גם לא אני, גם לא ג'רד וגם לא לורדס.","לא אני, לא ג'רד, לא לורדס."
475,0.18,"גם אני לא, גם ג'ארד לא, גם לורדס לא.","לא אני, לא ג'ארד, לא לורדס.","אף אחד מאיתנו לא: לא אני, לא ג'ארד ולא לורדס."
475,0.43,"לא אני,
לא ג'רד, לא לורדס.","אף אחד לא אשם פה,
לא אני, לא ג'רד ולא לורדס.","לא אני, לא ג'רד וגם לא לורדס לא עשו כלום לא בסדר."
476,0.71,לא אני ולא בן.,לא אני וגם לא בן.,גם לא אני וגם לא בן.
476,0.18,לא אני ולא בן.,"גם אני לא, גם בן לא.","לא אני, לא בן."
476,0.43,לא אני ולא בן.,גם אני וגם בן לא.,לא אני וגם לא בן.
477,0.71,"לא, אין ספק שלא.","לא, כמובן שלא.","לא, ברור שלא."
477,0.18,כמובן שלא.,ברור שלא.,"לא, כמובן שלא."
477,0.43,כמובן שלא.,ברור שלא.,"לא, כמובן שלא."
478,0.71,אני מתכוונת לספר לו.,אני עומדת לספר לו.,אני הולכת לספר לו.
478,0.18,אני מתכוונת לספר לו.,אני עומדת לספר לו.,אני הולכת לספר לו.
478,0.43,אני הולכת לספר לו.,אני מתכוונת להודיע לו.,אני עומדת לגלות לו.
479,0.71,סתם...,אני רק...,אני פשוט...
479,0.18,פשוט...,אני רק...,אני פשוט...
479,0.43,סתם...,פשוט...,אני פשוט...
480,0.71,עלי לקבוע מה אני עתידה לעשות.,אני צריכה להחליט מה אני הולכת לעשות.,אני צריכה לגבש החלטה לגבי מה שאני עומדת לעשות.
480,0.18,אני צריכה לגלות מה אני עומדת לעשות.,אני צריכה להבין מה אני הולכת לעשות.,אני צריכה להחליט מה הלאה.
480,0.43,אני צריכה לקבוע מה אעשה הלאה.,אני צריכה להחליט מה אני הולכת לעשות.,אני צריכה לגבש החלטה לגבי מה שאני עומדת לעשות.
481,0.71,הכוונה...,את מתכוונת...,כלומר...
481,0.18,פירוש הדבר...,את מתכוונת...,כלומר...
481,0.43,פירוש הדבר...,את מתכוונת...,כלומר...
482,0.71,עם מי את בוחרת להיות?,עם מי את הולכת להיות?,עם מי את מתכוונת להיות?
482,0.18,עם מי את מתכננת להיות?,עם מי את עומדת להיות?,עם מי את הולכת להיות?
482,0.43,עם מי את מתכננת להיות?,עם מי את הולכת להיות?,עם מי את מתכוונת להיות?
483,0.71,אוו.,וואו.,אופס.
483,0.18,וואו.,אוי.,איזה הפתעה.
483,0.43,וואו.,איזה הפתעה.,אוף.
484,0.71,"גרייס, תראי, אני מבינה שביניכם","גרייס, תסתכלי, אני יודעת שלכם","גרייס, ראי, אני יודעת שאת והוא"
484,0.18,"גרייס, תסתכלי, אני מודעת שאתם","גרייס, תראי, אני מבינה שאתם","גרייס, תסתכלי, אני יודעת שאתם"
484,0.43,"גרייס, תראי,
אני מבינה שאתם","גרייס, תסתכלי,
אני מודעת לכך שאתם","גרייס, תסתכלי,
אני יודעת שביניכם"
485,0.71,"הזוגיות שלכם לא הייתה ללא דופי, אך עדיין?","לא היה נישואין מושלם, אבל באמת?","לא היתה לכם זוגיות מושלמת, אבל למרות הכל?"
485,0.18,"לא הייתה לכם זוגיות מושלמת, אבל עד כדי כך?","לא הייתה לכם נישואים מושלמים, אבל באמת?","לא חייתם בנישואים מושלמים, אבל עכשיו?"
485,0.43,"לא עברתם נישואין חלקים,
אבל עדיין?","לא הייתה לכם נישואין מושלמים,
אבל באמת?","לא הייתה לכם זוגיות מושלמת,
אבל עד כדי כך?"
486,0.71,הוא בעלך -- הוא בעלך.,זה בעלך -- זה בעלך.,הוא הבעל שלך -- הוא הבעל שלך.
486,0.18,הוא זה שלך -- הוא הבעל שלך.,הוא האיש שלך -- הוא הבעל שלך.,הוא הבעל שלך -- הוא הבעל שלך.
486,0.43,"הוא הבעל שלך --
הוא הבעל שלך.","הוא הפרטנר שלך --
הוא הבעל שלך.","הוא זה שלך --
הוא הבעל שלך."
487,0.71,אני יודעת.,אני מודעת לזה.,אני יודעת את זה.
487,0.18,אני יודעת.,אני מודעת לזה.,אני יודעת זאת.
487,0.43,אני יודעת.,אני מודעת לזה.,אני יודעת זאת.
488,0.71,ואני אוהבת אותו.,ואני מאוהבת בו.,ואני חושבת עליו באהבה.
488,0.18,ואני אוהבת אותו.,ואני מאוהבת בו.,ואני חושבת עליו באהבה.
488,0.43,ואני אוהבת אותו.,ואני מאוהבת בו.,ואני חושבת עליו באהבה.
489,0.71,אלוהים יסייע לי.,אלוהים יעזור לי.,"שהקב""ה יעזור לי."
489,0.18,שה' יעזור.,אלוהים ישמור.,אלוהים יעזור לי.
489,0.43,שה' יעזור.,אלוהים יודע.,אלוהים יעזור לי.
490,0.71,לא היה לי מושג כמה אני מחבבת אותו,לא זכרתי כמה אני אוהבת אותו,לא נזכרתי בחום האהבה שלי אליו
490,0.18,לא הבנתי כמה אני מחבבת אותו,לא הייתי מודעת לאהבתי אליו,לא זכרתי כמה אני אוהבת אותו
490,0.43,לא הבנתי כמה הלב שלי קשור אליו,לא הייתי מודעת לעומק האהבה שלי אליו,לא זכרתי כמה אני אוהבת אותו
491,0.71,עד שהוא שב.,עד לשובו.,עד שהוא חזר.
491,0.18,עד שהוא שב.,עד לשובו.,עד שהוא חזר.
491,0.43,עד לחזרתו.,עד שהוא חזר.,עד שהוא שב אלי.
492,0.71,אבל את חייבת להבין שזו מצב בלתי אפשרי.,"אבל תביני, זה מצב בלתי אפשרי.","אך עלייך להבין, זה מצב שאי אפשר להתמודד איתו."
492,0.18,אבל את חייבת להבין שזו מצב בלתי אפשרי.,"אבל עלייך להבין, זה מצב בלתי אפשרי.","אבל תביני, זה מצב שאי אפשר להתמודד איתו."
492,0.43,"אבל עלייך להבין
שזו סיטואציה בלתי אפשרית.","אבל את חייבת להבין
שזו מצב בלתי אפשרי.","אבל תביני
שזה מצב שאי אפשר להתמודד איתו."
493,0.71,"זה לא באמת העניין שלי,","זה לא קשור אליי,","זאת לא בדיוק הבעיה שלי,"
493,0.18,"זה לא באמת העניין שלי,","זה לא קשור אליי,","זה לא הכוח שלי,"
493,0.43,"זה
לא אמור להיות עניין שלי,","זה
לא הכוונה שלי להתערב,","זה
לא צריך להיות התערבות שלי,"
494,0.71,אבל את צריכה להחליט לפני שבן יחליט.,אך עלייך לגבש החלטה לפני שבן יעשה זאת.,אבל חשוב שתגיעי למסקנה לפני שבן יעשה.
494,0.18,אבל את צריכה לפתור את זה לפני שבן יעשה.,אבל עלייך להחליט לפני שבן יגלה.,אבל תסדרי את זה לפני שבן יפעל.
494,0.43,"אבל עלייך להסדיר את העניינים
לפני שבן יגלה.","אבל חשוב שתטפלי בזה
לפני שבן יפעל.","אבל את צריכה לפתור את זה
לפני שבן יעשה."
495,0.18,היא עוברת די הרבה.,הם עוברים די הרבה.,הוא עובר די הרבה.
495,0.71,היא עוברת די הרבה.,הם עוברים די הרבה.,הוא עובר די הרבה.
495,0.43,היא עוברת די הרבה.,הם עוברים די הרבה.,הוא עובר די הרבה.
496,0.18,♫♫,♬♬,♪♪
496,0.71,♫♫,♬♬,♪♪
496,0.43,♫♫,♬♬,♪♪
497,0.18,"קלי: אמרו שזה בגלל האלקטרוליטים,","קלי: נאמר שזו הייתה בעיה של אלקטרוליטים,","קלי: הם אמרו שזה האלקטרוליטים,"
497,0.71,"קלי: אמרו שזה בגלל האלקטרוליטים,","קלי: נאמר שזו הייתה בעיה של אלקטרוליטים,","קלי: הם אמרו שזה האלקטרוליטים,"
497,0.43,"קלי: אמרו שזה בגלל האלקטרוליטים,","קלי: נאמר שזו הייתה בעיה של אלקטרוליטים,","קלי: הם אמרו שזה האלקטרוליטים,"
498,0.18,אבל מי יודע מה באמת היה שם?,אבל מי יודע מה באמת היה בפנים?,אבל אף אחד לא יודע מה באמת היה שם.
